2024-02-16 12:28:43 |INFO  |main |StartupInfoLogger.java:55 |ljl.bilibili.GateWayApplication |Starting GateWayApplication using Java 1.8.0_65 on DESKTOP-4C1V07J with PID 13756 (E:\bilibili\gateway\target\classes started by Administrator in E:\bilibili)
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Before]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Between]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Cookie]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Header]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Host]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Method]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Path]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Query]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [ReadBody]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [RemoteAddr]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Weight]
2024-02-16 12:28:54 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [CloudFoundryRouteService]
2024-02-16 12:28:54 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 4442523c-7151-4af3-aaba-de52e663d44d
2024-02-16 12:28:54 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 64 ms to scan 1 urls, producing 3 keys and 6 values 
2024-02-16 12:28:54 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 20 ms to scan 1 urls, producing 4 keys and 9 values 
2024-02-16 12:28:55 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 17 ms to scan 1 urls, producing 3 keys and 10 values 
2024-02-16 12:28:55 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 191 ms to scan 210 urls, producing 0 keys and 0 values 
2024-02-16 12:28:55 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 16 ms to scan 1 urls, producing 1 keys and 5 values 
2024-02-16 12:28:55 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 13 ms to scan 1 urls, producing 1 keys and 7 values 
2024-02-16 12:28:55 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 12 ms to scan 1 urls, producing 2 keys and 8 values 
2024-02-16 12:28:55 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 169 ms to scan 210 urls, producing 0 keys and 0 values 
2024-02-16 12:28:55 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] RpcClient init label, labels = {module=naming, source=sdk}
2024-02-16 12:28:55 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-02-16 12:28:55 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-02-16 12:28:55 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-02-16 12:28:55 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] Try to connect to server on start up, server: {serverIp = '116.62.71.84', server main port = 8848}
2024-02-16 12:28:59 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] Success to connect to server [116.62.71.84:8848] on start up, connectionId = 1708057738606_120.227.129.112_46572
2024-02-16 12:28:59 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] Notify connected event to listeners.
2024-02-16 12:28:59 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-02-16 12:28:59 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4442523c-7151-4af3-aaba-de52e663d44d] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$892/1608392036
2024-02-16 12:29:00 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-02-16 12:29:01 |WARN  |main |TableInfoHelper.java:423 |com.baomidou.mybatisplus.core.metadata.TableInfoHelper |This primary key of "id" is primitive !不建议如此请使用包装类 in Class: "ljl.entity.notice.dynamic.DynamicToUser"
2024-02-16 12:29:02 |INFO  |main |NettyWebServer.java:111 |org.springframework.boot.web.embedded.netty.NettyWebServer |Netty started on port 8200
2024-02-16 12:29:03 |INFO  |main |NacosServiceRegistry.java:65 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP gateway 192.168.0.100:8200 register finished
2024-02-16 12:29:03 |INFO  |main |StartupInfoLogger.java:61 |ljl.bilibili.GateWayApplication |Started GateWayApplication in 21.508 seconds (JVM running for 24.405)
2024-02-16 12:30:33 |INFO  |reactor-http-nio-3 |JwtAuthenticationFilter.java:26 |ljl.gateway.filter.JwtAuthenticationFilter |null
2024-02-16 12:30:33 |INFO  |reactor-http-nio-3 |JwtAuthenticationFilter.java:28 |ljl.gateway.filter.JwtAuthenticationFilter |no
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/logout', method=POST}
2024-02-16 12:30:33 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:78 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/doc.html' doesn't match 'POST /logout'
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:60 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |No matches found
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/user-center/**', method=null}
2024-02-16 12:30:33 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/doc.html' doesn't match 'null /user-center/**'
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/swagger-ui.html', method=null}
2024-02-16 12:30:33 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/doc.html' doesn't match 'null /swagger-ui.html'
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/webjars/**', method=null}
2024-02-16 12:30:33 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/doc.html' doesn't match 'null /webjars/**'
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/swagger-resources/**', method=null}
2024-02-16 12:30:33 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/doc.html' doesn't match 'null /swagger-resources/**'
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/v2/**', method=null}
2024-02-16 12:30:33 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/doc.html' doesn't match 'null /v2/**'
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:60 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |No matches found
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/getAllTableData/**', method=null}
2024-02-16 12:30:33 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/doc.html' doesn't match 'null /getAllTableData/**'
2024-02-16 12:30:33 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:60 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |No matches found
2024-02-16 12:30:33 |DEBUG |parallel-1 |DelegatingReactiveAuthorizationManager.java:55 |org.springframework.security.web.server.authorization.DelegatingReactiveAuthorizationManager |Checking authorization on '/chats/doc.html' using org.springframework.security.authorization.AuthorityReactiveAuthorizationManager@63410cfb
2024-02-16 12:30:33 |DEBUG |parallel-1 |AuthorizationWebFilter.java:52 |org.springframework.security.web.server.authorization.AuthorizationWebFilter |Authorization successful
2024-02-16 12:30:33 |INFO  |parallel-1 |JwtAuthenticationFilter.java:26 |ljl.gateway.filter.JwtAuthenticationFilter |null
2024-02-16 12:30:33 |INFO  |parallel-1 |JwtAuthenticationFilter.java:28 |ljl.gateway.filter.JwtAuthenticationFilter |no
2024-02-16 12:30:34 |INFO  |reactor-http-nio-3 |JwtAuthenticationFilter.java:26 |ljl.gateway.filter.JwtAuthenticationFilter |null
2024-02-16 12:30:34 |INFO  |reactor-http-nio-3 |JwtAuthenticationFilter.java:28 |ljl.gateway.filter.JwtAuthenticationFilter |no
2024-02-16 12:30:34 |INFO  |reactor-http-nio-2 |JwtAuthenticationFilter.java:26 |ljl.gateway.filter.JwtAuthenticationFilter |null
2024-02-16 12:30:34 |INFO  |reactor-http-nio-2 |JwtAuthenticationFilter.java:28 |ljl.gateway.filter.JwtAuthenticationFilter |no
2024-02-16 12:30:34 |INFO  |reactor-http-nio-3 |JwtAuthenticationFilter.java:26 |ljl.gateway.filter.JwtAuthenticationFilter |null
2024-02-16 12:30:34 |INFO  |reactor-http-nio-3 |JwtAuthenticationFilter.java:28 |ljl.gateway.filter.JwtAuthenticationFilter |no
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/logout', method=POST}
2024-02-16 12:30:34 |DEBUG |parallel-2 |PathPatternParserServerWebExchangeMatcher.java:78 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/app.ac23e017.css' doesn't match 'POST /logout'
2024-02-16 12:30:34 |DEBUG |parallel-4 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/logout', method=POST}
2024-02-16 12:30:34 |DEBUG |parallel-4 |PathPatternParserServerWebExchangeMatcher.java:78 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/chunk-vendors.f24a310a.css' doesn't match 'POST /logout'
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:60 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |No matches found
2024-02-16 12:30:34 |DEBUG |parallel-3 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/logout', method=POST}
2024-02-16 12:30:34 |INFO  |reactor-http-nio-1 |JwtAuthenticationFilter.java:26 |ljl.gateway.filter.JwtAuthenticationFilter |null
2024-02-16 12:30:34 |INFO  |reactor-http-nio-2 |JwtAuthenticationFilter.java:26 |ljl.gateway.filter.JwtAuthenticationFilter |null
2024-02-16 12:30:34 |INFO  |reactor-http-nio-1 |JwtAuthenticationFilter.java:28 |ljl.gateway.filter.JwtAuthenticationFilter |no
2024-02-16 12:30:34 |INFO  |reactor-http-nio-2 |JwtAuthenticationFilter.java:28 |ljl.gateway.filter.JwtAuthenticationFilter |no
2024-02-16 12:30:34 |DEBUG |parallel-3 |PathPatternParserServerWebExchangeMatcher.java:78 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/js/app.51fdaca8.js' doesn't match 'POST /logout'
2024-02-16 12:30:34 |DEBUG |parallel-3 |OrServerWebExchangeMatcher.java:60 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |No matches found
2024-02-16 12:30:34 |INFO  |reactor-http-nio-4 |JwtAuthenticationFilter.java:26 |ljl.gateway.filter.JwtAuthenticationFilter |null
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/user-center/**', method=null}
2024-02-16 12:30:34 |INFO  |reactor-http-nio-4 |JwtAuthenticationFilter.java:28 |ljl.gateway.filter.JwtAuthenticationFilter |no
2024-02-16 12:30:34 |DEBUG |parallel-2 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/app.ac23e017.css' doesn't match 'null /user-center/**'
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/swagger-ui.html', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-3 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/user-center/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/logout', method=POST}
2024-02-16 12:30:34 |DEBUG |parallel-3 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/js/app.51fdaca8.js' doesn't match 'null /user-center/**'
2024-02-16 12:30:34 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:78 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/chunk-d7d5f59c.a9ffbfcb.css' doesn't match 'POST /logout'
2024-02-16 12:30:34 |DEBUG |parallel-3 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/swagger-ui.html', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-3 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/js/app.51fdaca8.js' doesn't match 'null /swagger-ui.html'
2024-02-16 12:30:34 |DEBUG |parallel-2 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/app.ac23e017.css' doesn't match 'null /swagger-ui.html'
2024-02-16 12:30:34 |DEBUG |parallel-3 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/webjars/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-4 |OrServerWebExchangeMatcher.java:60 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |No matches found
2024-02-16 12:30:34 |DEBUG |parallel-3 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/js/app.51fdaca8.js' doesn't match 'null /webjars/**'
2024-02-16 12:30:34 |DEBUG |parallel-3 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/swagger-resources/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:60 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |No matches found
2024-02-16 12:30:34 |DEBUG |parallel-4 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/user-center/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/webjars/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/user-center/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-2 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/app.ac23e017.css' doesn't match 'null /webjars/**'
2024-02-16 12:30:34 |DEBUG |parallel-1 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/chunk-d7d5f59c.a9ffbfcb.css' doesn't match 'null /user-center/**'
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/swagger-resources/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-1 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/swagger-ui.html', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-2 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/app.ac23e017.css' doesn't match 'null /swagger-resources/**'
2024-02-16 12:30:34 |DEBUG |parallel-4 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/chunk-vendors.f24a310a.css' doesn't match 'null /user-center/**'
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/v2/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-4 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/swagger-ui.html', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-2 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/app.ac23e017.css' doesn't match 'null /v2/**'
2024-02-16 12:30:34 |DEBUG |parallel-4 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/chunk-vendors.f24a310a.css' doesn't match 'null /swagger-ui.html'
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:60 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |No matches found
2024-02-16 12:30:34 |DEBUG |parallel-4 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/webjars/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-2 |OrServerWebExchangeMatcher.java:57 |org.springframework.security.web.server.util.matcher.OrServerWebExchangeMatcher |Trying to match using PathMatcherServerWebExchangeMatcher{pattern='/getAllTableData/**', method=null}
2024-02-16 12:30:34 |DEBUG |parallel-4 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/chunk-vendors.f24a310a.css' doesn't match 'null /webjars/**'
2024-02-16 12:30:34 |DEBUG |parallel-2 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/css/app.ac23e017.css' doesn't match 'null /getAllTableData/**'
2024-02-16 12:30:34 |DEBUG |parallel-3 |PathPatternParserServerWebExchangeMatcher.java:87 |org.springframework.security.web.server.util.matcher.PathPatternParserServerWebExchangeMatcher |Request 'GET /chats/webjars/js/app.51fdaca8.js' doesn't match 'null /swagger-resources/**'
