2024-03-02 02:39:21 |INFO  |main |StartupInfoLogger.java:55 |ljl.bilibili.GateWayApplication |Starting GateWayApplication using Java 1.8.0_65 on DESKTOP-4C1V07J with PID 7652 (E:\bilibili\gateway\target\classes started by Administrator in E:\bilibili)
2024-03-02 02:39:34 |INFO  |main |ReactiveUserDetailsServiceAutoConfiguration.java:88 |org.springframework.boot.autoconfigure.security.reactive.ReactiveUserDetailsServiceAutoConfiguration |

Using generated security password: 3add7077-b792-40ce-aa06-29b8e8702968

2024-03-02 02:39:36 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of b6128dcb-d9a8-4d6b-b17e-563453c8266b
2024-03-02 02:39:36 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 53 ms to scan 1 urls, producing 3 keys and 6 values 
2024-03-02 02:39:36 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 20 ms to scan 1 urls, producing 4 keys and 9 values 
2024-03-02 02:39:36 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 13 ms to scan 1 urls, producing 3 keys and 10 values 
2024-03-02 02:39:36 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 229 ms to scan 211 urls, producing 0 keys and 0 values 
2024-03-02 02:39:36 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 16 ms to scan 1 urls, producing 1 keys and 5 values 
2024-03-02 02:39:36 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 12 ms to scan 1 urls, producing 1 keys and 7 values 
2024-03-02 02:39:36 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 14 ms to scan 1 urls, producing 2 keys and 8 values 
2024-03-02 02:39:36 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 147 ms to scan 211 urls, producing 0 keys and 0 values 
2024-03-02 02:39:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] RpcClient init label, labels = {module=naming, source=sdk}
2024-03-02 02:39:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-03-02 02:39:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-03-02 02:39:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-03-02 02:39:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] Try to connect to server on start up, server: {serverIp = '116.62.71.84', server main port = 8848}
2024-03-02 02:39:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] Success to connect to server [116.62.71.84:8848] on start up, connectionId = 1709318380524_120.227.129.112_46269
2024-03-02 02:39:41 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] Notify connected event to listeners.
2024-03-02 02:39:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-03-02 02:39:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b6128dcb-d9a8-4d6b-b17e-563453c8266b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$946/757791801
2024-03-02 02:39:41 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-03-02 02:39:41 |WARN  |main |TableInfoHelper.java:423 |com.baomidou.mybatisplus.core.metadata.TableInfoHelper |This primary key of "id" is primitive !不建议如此请使用包装类 in Class: "ljl.entity.notice.dynamic.DynamicToUser"
2024-03-02 02:39:42 |INFO  |main |NettyWebServer.java:111 |org.springframework.boot.web.embedded.netty.NettyWebServer |Netty started on port 8200
2024-03-02 02:39:43 |INFO  |main |NacosServiceRegistry.java:65 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP gateway 192.168.0.100:8200 register finished
2024-03-02 02:39:43 |INFO  |main |StartupInfoLogger.java:61 |ljl.bilibili.GateWayApplication |Started GateWayApplication in 24.251 seconds (JVM running for 26.049)
2024-03-02 02:41:38 |INFO  |parallel-1 |JwtAuthorizationFilter.java:33 |ljl.gateway.filter.JwtAuthorizationFilter |/login/PasswordRegisterRequest
2024-03-02 02:41:52 |INFO  |parallel-2 |JwtAuthorizationFilter.java:33 |ljl.gateway.filter.JwtAuthorizationFilter |/register/PasswordRegisterRequest
2024-03-02 02:42:04 |INFO  |parallel-3 |JwtAuthorizationFilter.java:33 |ljl.gateway.filter.JwtAuthorizationFilter |/register/passwordRegister
2024-03-02 02:42:04 |INFO  |reactor-http-nio-3 |DruidDataSource.java:975 |com.alibaba.druid.pool.DruidDataSource |{dataSource-1} inited
2024-03-02 02:42:42 |WARN  |Thread-32 |NotifyCenter.java:136 |com.alibaba.nacos.common.notify.NotifyCenter |[NotifyCenter] Start destroying Publisher
2024-03-02 02:42:42 |WARN  |Thread-36 |HttpClientBeanHolder.java:108 |com.alibaba.nacos.common.http.HttpClientBeanHolder |[HttpClientBeanHolder] Start destroying common HttpClient
2024-03-02 02:42:42 |WARN  |Thread-32 |NotifyCenter.java:153 |com.alibaba.nacos.common.notify.NotifyCenter |[NotifyCenter] Destruction of the end
2024-03-02 02:42:42 |WARN  |Thread-36 |HttpClientBeanHolder.java:114 |com.alibaba.nacos.common.http.HttpClientBeanHolder |[HttpClientBeanHolder] Destruction of the end
2024-03-02 02:42:42 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:80 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registering from Nacos Server now...
2024-03-02 02:42:42 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:100 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registration finished.
2024-03-02 02:42:42 |INFO  |SpringApplicationShutdownHook |DruidDataSource.java:2063 |com.alibaba.druid.pool.DruidDataSource |{dataSource-1} closing ...
2024-03-02 02:42:42 |INFO  |SpringApplicationShutdownHook |DruidDataSource.java:2136 |com.alibaba.druid.pool.DruidDataSource |{dataSource-1} closed
2024-03-04 16:51:27 |INFO  |background-preinit |Version.java:21 |org.hibernate.validator.internal.util.Version |HV000001: Hibernate Validator 6.2.4.Final
2024-03-04 16:51:27 |INFO  |main |StartupInfoLogger.java:55 |ljl.bilibili.GateWayApplication |Starting GateWayApplication using Java 1.8.0_65 on DESKTOP-4C1V07J with PID 13780 (E:\bilibili\gateway\target\classes started by Administrator in E:\bilibili)
2024-03-04 16:51:27 |INFO  |main |SpringApplication.java:651 |ljl.bilibili.GateWayApplication |The following 1 profile is active: "dev"
2024-03-04 16:51:30 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-04 16:51:30 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-04 16:51:30 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 52 ms. Found 0 Redis repository interfaces.
2024-03-04 16:51:31 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=e3aa469e-9793-3ac2-9bcd-2723f979959b
2024-03-04 16:51:31 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-03-04 16:51:31 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-03-04 16:51:31 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-03-04 16:51:33 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-03-04 16:51:34 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [After]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Before]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Between]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Cookie]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Header]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Host]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Method]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Path]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Query]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [ReadBody]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [RemoteAddr]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Weight]
2024-03-04 16:51:40 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [CloudFoundryRouteService]
2024-03-04 16:51:41 |INFO  |main |ReactiveUserDetailsServiceAutoConfiguration.java:88 |org.springframework.boot.autoconfigure.security.reactive.ReactiveUserDetailsServiceAutoConfiguration |

Using generated security password: 7bd148e9-befa-4a6b-9972-a5275a78b1eb

2024-03-04 16:51:43 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f
2024-03-04 16:51:44 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 86 ms to scan 1 urls, producing 3 keys and 6 values 
2024-03-04 16:51:44 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 72 ms to scan 1 urls, producing 4 keys and 9 values 
2024-03-04 16:51:44 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 63 ms to scan 1 urls, producing 3 keys and 10 values 
2024-03-04 16:51:44 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 457 ms to scan 210 urls, producing 0 keys and 0 values 
2024-03-04 16:51:44 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 26 ms to scan 1 urls, producing 1 keys and 5 values 
2024-03-04 16:51:44 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 33 ms to scan 1 urls, producing 1 keys and 7 values 
2024-03-04 16:51:44 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 22 ms to scan 1 urls, producing 2 keys and 8 values 
2024-03-04 16:51:45 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 277 ms to scan 210 urls, producing 0 keys and 0 values 
2024-03-04 16:51:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] RpcClient init label, labels = {module=naming, source=sdk}
2024-03-04 16:51:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-03-04 16:51:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-03-04 16:51:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-03-04 16:51:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] Try to connect to server on start up, server: {serverIp = '116.62.71.84', server main port = 8848}
2024-03-04 16:51:47 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] Success to connect to server [116.62.71.84:8848] on start up, connectionId = 1709542307550_120.227.131.104_44891
2024-03-04 16:51:47 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] Notify connected event to listeners.
2024-03-04 16:51:47 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-03-04 16:51:47 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f044c6b9-5597-45f9-8bb2-f4ec5c34fc7f] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$950/1825091071
2024-03-04 16:51:47 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-03-04 16:51:47 |WARN  |main |TableInfoHelper.java:423 |com.baomidou.mybatisplus.core.metadata.TableInfoHelper |This primary key of "id" is primitive !不建议如此请使用包装类 in Class: "ljl.bilibili.entity.notice.dynamic.DynamicToUser"
2024-03-04 16:51:51 |INFO  |main |NettyWebServer.java:111 |org.springframework.boot.web.embedded.netty.NettyWebServer |Netty started on port 8200
2024-03-04 16:51:52 |INFO  |main |NacosServiceRegistry.java:65 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP gateway 192.168.10.9:8200 register finished
2024-03-04 16:51:52 |INFO  |main |StartupInfoLogger.java:61 |ljl.bilibili.GateWayApplication |Started GateWayApplication in 25.256 seconds (JVM running for 26.704)
2024-03-04 16:52:08 |WARN  |Thread-34 |HttpClientBeanHolder.java:108 |com.alibaba.nacos.common.http.HttpClientBeanHolder |[HttpClientBeanHolder] Start destroying common HttpClient
2024-03-04 16:52:08 |WARN  |Thread-31 |NotifyCenter.java:136 |com.alibaba.nacos.common.notify.NotifyCenter |[NotifyCenter] Start destroying Publisher
2024-03-04 16:52:08 |WARN  |Thread-31 |NotifyCenter.java:153 |com.alibaba.nacos.common.notify.NotifyCenter |[NotifyCenter] Destruction of the end
2024-03-04 16:52:08 |WARN  |Thread-34 |HttpClientBeanHolder.java:114 |com.alibaba.nacos.common.http.HttpClientBeanHolder |[HttpClientBeanHolder] Destruction of the end
2024-03-04 16:52:08 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:80 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registering from Nacos Server now...
2024-03-04 16:52:08 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:100 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registration finished.
2024-03-04 16:52:08 |INFO  |SpringApplicationShutdownHook |DruidDataSource.java:2063 |com.alibaba.druid.pool.DruidDataSource |{dataSource-0} closing ...
